HEATLOAD
Time,Space heating (kW),Domestic hot water (kW),Heat Demand [kW],DNI,diffuse_radiation,global_radiation,T_amb,Electricity Demand [W],wind_speed,Timestamp
2022-03-30 17:45:00,20.3275,27.685,48.0125,0,25.7,25.7,12.3,60192,7.2,2022-03-30 17:45:00
2022-03-30 18:00:00,19.93,28.35,48.28,0,3.1,3.1,11.9,66184,5.8,2022-03-30 18:00:00
2022-03-30 18:15:00,21.5075,28.6075,50.115,0,3.0,3.0,11.9,66184,5.8,2022-03-30 18:15:00
2022-03-30 18:30:00,23.085,28.865,51.95,0,3.0,3.0,11.9,66184,5.8,2022-03-30 18:30:00
2022-03-30 18:45:00,24.6625,29.1225,53.785,0,3.0,3.0,11.9,66184,5.8,2022-03-30 18:45:00
2022-03-30 19:00:00,26.24,29.38,55.62,0,0.02,0.02,11.5,78553,5.1,2022-03-30 19:00:00
2022-03-30 19:15:00,27.12,29.1325,56.2525,0,0.0,0.0,11.5,78553,5.1,2022-03-30 19:15:00
2022-03-30 19:30:00,28.0,28.885,56.885,0,0.0,0.0,11.5,78553,5.1,2022-03-30 19:30:00
2022-03-30 19:45:00,28.880000000000003,28.6375,57.5175,0,0.0,0.0,11.5,78553,5.1,2022-03-30 19:45:00
2022-03-30 20:00:00,29.76,28.39,58.150000000000006,0,0.0,0.0,11.0,76783,6.6,2022-03-30 20:00:00
2022-03-30 20:15:00,28.7525,26.6525,55.405,0,0.0,0.0,11.0,76783,6.6,2022-03-30 20:15:00
2022-03-30 20:30:00,27.745,24.915,52.66,0,0.0,0.0,11.0,76783,6.6,2022-03-30 20:30:00
2022-03-30 20:45:00,26.7375,23.1775,49.915000000000006,0,0.0,0.0,11.0,76783,6.6,2022-03-30 20:45:00
2022-03-30 21:00:00,25.73,21.44,47.17,0,0.0,0.0,10.4,71255,8.1,2022-03-30 21:00:00
2022-03-30 21:15:00,24.8275,20.565,45.3925,0,0.0,0.0,10.4,77787,8.1,2022-03-30 21:15:00
2022-03-30 21:30:00,23.925,19.69,43.615,0,0.0,0.0,10.4,88222,8.1,2022-03-30 21:30:00
2022-03-30 21:45:00,23.0225,18.815,41.837500000000006,0,0.0,0.0,10.4,88365,8.1,2022-03-30 21:45:00
2022-03-30 22:00:00,22.12,17.94,40.06,0,0.0,0.0,10.2,79357,7.6,2022-03-30 22:00:00
2022-03-30 22:15:00,20.5625,16.105,36.6675,0,0.0,0.0,10.2,79457,7.6,2022-03-30 22:15:00
2022-03-30 22:30:00,19.005000000000003,14.27,33.275000000000006,0,0.0,0.0,10.2,79548,7.6,2022-03-30 22:30:00
2022-03-30 22:45:00,17.4475,12.435,29.8825,0,0.0,0.0,10.2,79796,7.6,2022-03-30 22:45:00
2022-03-30 23:00:00,15.89,10.6,26.49,0,0.0,0.0,9.9,64189,6.6,2022-03-30 23:00:00
2022-03-30 23:15:00,15.355,10.1475,25.5025,0,0.0,0.0,9.9,64432,6.6,2022-03-30 23:15:00
2022-03-30 23:30:00,14.82,9.695,24.515,0,0.0,0.0,9.9,65006,6.6,2022-03-30 23:30:00
2022-03-30 23:45:00,14.285,9.2425,23.5275,0,0.0,0.0,9.9,65614,6.6,2022-03-30 23:45:00
2022-03-31 00:00:00,13.75,8.79,22.54,0,0.0,0.0,9.3,50442,5.1,2022-03-31 00:00:00
2022-03-31 00:15:00,13.15,7.887499999999999,21.0375,0,0.0,0.0,9.3,50675,5.1,2022-03-31 00:15:00
2022-03-31 00:30:00,12.55,6.984999999999999,19.535,0,0.0,0.0,9.3,51224,5.1,2022-03-31 00:30:00
2022-03-31 00:45:00,11.95,6.0825,18.0325,0,0.0,0.0,9.3,51622,5.1,2022-03-31 00:45:00
2022-03-31 01:00:00,11.35,5.18,16.53,0,0.0,0.0,8.7,43893,3.9,2022-03-31 01:00:00
2022-03-31 01:15:00,10.7675,4.67,15.4375,0,0.0,0.0,8.6,44006,3.9,2022-03-31 01:15:00
2022-03-31 01:30:00,10.185,4.16,14.345,0,0.0,0.0,8.6,44425,3.9,2022-03-31 01:30:00
2022-03-31 01:45:00,9.6025,3.65,13.2525,0,0.0,0.0,8.6,44711,3.9,2022-03-31 01:45:00
2022-03-31 02:00:00,9.02,3.14,12.16,0,0.0,0.0,8.0,42583,3.3,2022-03-31 02:00:00
2022-03-31 02:15:00,8.2425,2.665,10.9075,0,0.0,0.0,8.0,42614,3.3,2022-03-31 02:15:00
2022-03-31 02:30:00,7.465,2.19,9.655,0,0.0,0.0,8.0,42963,3.3,2022-03-31 02:30:00
2022-03-31 02:45:00,6.6875,1.715,8.4025,0,0.0,0.0,8.0,43191,3.3,2022-03-31 02:45:00
2022-03-31 03:00:00,5.91,1.24,7.15,0,0.0,0.0,7.6,42891,3.0,2022-03-31 03:00:00
2022-03-31 03:15:00,6.2125,1.5525,7.765000000000001,0,0.0,0.0,7.6,35234,3.0,2022-03-31 03:15:00
2022-03-31 03:30:00,6.515000000000001,1.865,8.38,0,0.0,0.0,7.6,35621,3.0,2022-03-31 03:30:00
2022-03-31 03:45:00,6.8175,2.1775,8.995000000000001,0,0.0,0.0,7.6,36354,3.0,2022-03-31 03:45:00
2022-03-31 04:00:00,7.12,2.49,9.61,0,0.0,0.0,7.3,37222,2.3,2022-03-31 04:00:00
2022-03-31 04:15:00,7.9825,2.535,10.5175,0,0.0,0.0,7.3,37569,2.3,2022-03-31 04:15:00
2022-03-31 04:30:00,8.845,2.58,11.425,0,0.0,0.0,7.3,39340,2.3,2022-03-31 04:30:00
2022-03-31 04:45:00,9.7075,2.625,12.3325,0,0.0,0.0,7.3,41460,2.3,2022-03-31 04:45:00
2022-03-31 05:00:00,10.57,2.67,13.24,0,0.0,0.0,7.1,45809,2.8,2022-03-31 05:00:00
2022-03-31 05:15:00,11.9425,2.8825,14.825,0,0.0,0.0,7.1,45546,2.8,2022-03-31 05:15:00
2022-03-31 05:30:00,13.315,3.095,16.41,0,0.0,0.0,7.1,47567,2.8,2022-03-31 05:30:00
2022-03-31 05:45:00,14.6875,3.3075,17.995,0,0.0,0.0,7.1,49893,2.8,2022-03-31 05:45:00
2022-03-31 06:00:00,16.06,3.52,19.58,0,7.3,7.3,7.3,69061,3.9,2022-03-31 06:00:00
2022-03-31 06:15:00,15.555,4.5425,20.0975,0,7.3,7.3,7.3,69102,3.9,2022-03-31 06:15:00
2022-03-31 06:30:00,15.05,5.565,20.615,0,7.3,7.3,7.3,70013,3.9,2022-03-31 06:30:00
2022-03-31 06:45:00,14.544999999999998,6.5875,21.1325,0,7.3,7.3,7.3,69623,3.9,2022-03-31 06:45:00
2022-03-31 07:00:00,14.04,7.61,21.65,4.6,76.1,77.0,8.5,86617,2.6,2022-03-31 07:00:00
2022-03-31 07:15:00,13.5475,11.03,24.5775,4.6,76.1,77.1,8.5,86616,2.6,2022-03-31 07:15:00
2022-03-31 07:30:00,13.055,14.45,27.505,4.6,76.1,77.1,8.5,86143,2.6,2022-03-31 07:30:00
2022-03-31 07:45:00,12.5625,17.87,30.4325,4.6,76.1,77.1,8.5,85735,2.6,2022-03-31 07:45:00
2022-03-31 08:00:00,12.07,21.29,33.36,136,163.0,213.0,10.4,89765,3.0,2022-03-31 08:00:00
2022-03-31 08:15:00,11.7025,25.87,37.5725,136,163.0,214.0,10.4,89791,3.0,2022-03-31 08:15:00
2022-03-31 08:30:00,11.335,30.45,41.785,136,163.0,214.0,10.4,89325,3.0,2022-03-31 08:30:00
2022-03-31 08:45:00,10.9675,35.03,45.9975,136,163.0,214.0,10.4,82688,3.0,2022-03-31 08:45:00
2022-03-31 09:00:00,10.6,39.61,50.21,351,210.0,388.0,12.9,79996,3.6,2022-03-31 09:00:00
2022-03-31 09:15:00,10.7525,40.485,51.2375,351,210.0,389.0,12.9,80271,3.6,2022-03-31 09:15:00
2022-03-31 09:30:00,10.905,41.36,52.265,351,210.0,389.0,12.9,80995,3.6,2022-03-31 09:30:00
2022-03-31 09:45:00,11.0575,42.235,53.2925,351,210.0,389.0,12.9,81567,3.6,2022-03-31 09:45:00
2022-03-31 10:00:00,11.21,43.11,54.32,477,216.0,509.0,15.1,82807,2.4,2022-03-31 10:00:00
2022-03-31 10:15:00,10.815,43.335,54.150000000000006,477,216.0,510.0,15.2,83828,2.4,2022-03-31 10:15:00
2022-03-31 10:30:00,10.420000000000002,43.56,53.98,477,216.0,510.0,15.2,85215,2.4,2022-03-31 10:30:00
2022-03-31 10:45:00,10.025,43.785,53.81,477,216.0,510.0,15.2,86397,2.4,2022-03-31 10:45:00
2022-03-31 11:00:00,9.63,44.01,53.64,525,226.0,583.0,17.1,89394,3.0,2022-03-31 11:00:00
2022-03-31 11:15:00,9.545,41.74,51.285,525,226.0,584.0,17.1,90035,3.0,2022-03-31 11:15:00
2022-03-31 11:30:00,9.46,39.47,48.93,525,226.0,584.0,17.1,90297,3.0,2022-03-31 11:30:00
2022-03-31 11:45:00,9.375,37.2,46.575,525,226.0,584.0,17.1,90391,3.0,2022-03-31 11:45:00
2022-03-31 12:00:00,9.29,34.93,44.22,345,315.0,559.0,18.5,97946,2.4,2022-03-31 12:00:00
2022-03-31 12:15:00,10.1925,33.9325,44.125,345,315.0,559.0,18.5,97688,2.4,2022-03-31 12:15:00
2022-03-31 12:30:00,11.095,32.935,44.03,345,315.0,559.0,18.5,97393,2.4,2022-03-31 12:30:00
2022-03-31 12:45:00,11.9975,31.9375,43.935,345,315.0,559.0,18.5,97040,2.4,2022-03-31 12:45:00
2022-03-31 13:00:00,12.9,30.94,43.84,582,222.0,619.0,19.8,95104,4.8,2022-03-31 13:00:00
2022-03-31 13:15:00,13.305,29.66,42.965,582,222.0,619.0,19.8,94702,4.8,2022-03-31 13:15:00
2022-03-31 13:30:00,13.71,28.380000000000003,42.09,582,222.0,619.0,19.8,94334,4.8,2022-03-31 13:30:00
2022-03-31 13:45:00,14.115,27.1,41.215,582,222.0,619.0,19.8,93964,4.8,2022-03-31 13:45:00
2022-03-31 14:00:00,14.52,25.82,40.34,445,233.0,508.0,20.3,85087,3.9,2022-03-31 14:00:00
2022-03-31 14:15:00,14.025,25.015,39.04,445,233.0,508.0,20.3,84720,3.9,2022-03-31 14:15:00
2022-03-31 14:30:00,13.53,24.21,37.74,445,233.0,508.0,20.3,84388,3.9,2022-03-31 14:30:00
2022-03-31 14:45:00,13.035,23.405,36.44,445,233.0,508.0,20.3,84060,3.9,2022-03-31 14:45:00
2022-03-31 15:00:00,12.54,22.6,35.14,318,209.0,373.0,20.2,77621,5.4,2022-03-31 15:00:00
2022-03-31 15:15:00,14.41,22.9525,37.3625,318,209.0,372.0,20.2,77301,5.4,2022-03-31 15:15:00
2022-03-31 15:30:00,16.28,23.305,39.585,318,209.0,372.0,20.2,77018,5.4,2022-03-31 15:30:00
2022-03-31 15:45:00,18.15,23.6575,41.807500000000005,318,209.0,372.0,20.2,76739,5.4,2022-03-31 15:45:00
2022-03-31 16:00:00,20.02,24.01,44.03,291,142.0,252.0,19.5,73049,4.2,2022-03-31 16:00:00
2022-03-31 16:15:00,22.2975,23.9275,46.225,291,142.0,252.0,19.5,71537,4.2,2022-03-31 16:15:00
2022-03-31 16:30:00,24.575,23.845,48.42,291,142.0,252.0,19.5,48326,4.2,2022-03-31 16:30:00
2022-03-31 16:45:00,26.8525,23.7625,50.615,291,142.0,252.0,19.5,48326,4.2,2022-03-31 16:45:00
2022-03-31 17:00:00,29.13,23.68,52.81,136,93.6,123.0,18.2,56321,4.5,2022-03-31 17:00:00
2022-03-31 17:15:00,29.1525,23.905,53.057500000000005,136,93.3,122.0,18.2,73105,4.5,2022-03-31 17:15:00
2022-03-31 17:30:00,29.175,24.13,53.30499999999999,136,93.3,122.0,18.2,75746,4.5,2022-03-31 17:30:00
2022-03-31 17:45:00,29.1975,24.355,53.5525,136,93.3,122.0,18.2,79042,4.5,2022-03-31 17:45:00
2022-03-31 18:00:00,29.22,24.58,53.8,0,9.3,9.5,16.6,92761,4.5,2022-03-31 18:00:00
2022-03-31 18:15:00,29.675,25.3575,55.0325,0,8.8,8.8,16.6,93379,4.5,2022-03-31 18:15:00
2022-03-31 18:30:00,30.13,26.135,56.265,0,8.8,8.8,16.6,95127,4.5,2022-03-31 18:30:00
2022-03-31 18:45:00,30.585,26.9125,57.4975,0,8.8,8.8,16.6,95531,4.5,2022-03-31 18:45:00
2022-03-31 19:00:00,31.04,27.69,58.73,0,0.05,0.05,15.2,107553,3.6,2022-03-31 19:00:00
2022-03-31 19:15:00,31.0575,27.9225,58.98,0,0.0,0.0,15.2,107560,3.6,2022-03-31 19:15:00
2022-03-31 19:30:00,31.075,28.155,59.23,0,0.0,0.0,15.2,107300,3.6,2022-03-31 19:30:00
2022-03-31 19:45:00,31.0925,28.387500000000003,59.48,0,0.0,0.0,15.2,106814,3.6,2022-03-31 19:45:00
2022-03-31 20:00:00,31.11,28.62,59.73,0,0.0,0.0,13.7,104875,3.0,2022-03-31 20:00:00
2022-03-31 20:15:00,30.46,27.1725,57.6325,0,0.0,0.0,13.7,105211,3.0,2022-03-31 20:15:00
2022-03-31 20:30:00,29.81,25.725,55.535,0,0.0,0.0,13.7,104641,3.0,2022-03-31 20:30:00
2022-03-31 20:45:00,29.16,24.2775,53.4375,0,0.0,0.0,13.7,104153,3.0,2022-03-31 20:45:00
2022-03-31 21:00:00,28.51,22.83,51.34,0,0.0,0.0,12.3,98608,2.6,2022-03-31 21:00:00
2022-03-31 21:15:00,26.4975,22.04,48.5375,0,0.0,0.0,12.3,99098,2.6,2022-03-31 21:15:00
2022-03-31 21:30:00,24.485,21.25,45.735,0,0.0,0.0,12.3,98479,2.6,2022-03-31 21:30:00
2022-03-31 21:45:00,22.4725,20.46,42.932500000000005,0,0.0,0.0,12.3,90535,2.6,2022-03-31 21:45:00
2022-03-31 22:00:00,20.46,19.67,40.13,0,0.0,0.0,10.8,61778,3.0,2022-03-31 22:00:00
2022-03-31 22:15:00,20.1625,17.7875,37.95,0,0.0,0.0,10.8,61778,3.0,2022-03-31 22:15:00
2022-03-31 22:30:00,19.865,15.905,35.77,0,0.0,0.0,10.8,61778,3.0,2022-03-31 22:30:00
2022-03-31 22:45:00,19.5675,14.0225,33.59,0,0.0,0.0,10.8,61778,3.0,2022-03-31 22:45:00
2022-03-31 23:00:00,19.27,12.14,31.41,0,0.0,0.0,9.4,45641,3.3,2022-03-31 23:00:00
2022-03-31 23:15:00,21.3125,11.4675,32.78,0,0.0,0.0,9.3,45641,3.3,2022-03-31 23:15:00
2022-03-31 23:30:00,23.355,10.795,34.15,0,0.0,0.0,9.3,45641,3.3,2022-03-31 23:30:00
2022-03-31 23:45:00,25.3975,10.1225,35.52,0,0.0,0.0,9.3,45641,3.3,2022-03-31 23:45:00
2022-04-01 00:00:00,27.44,9.45,36.89,0,0.0,0.0,7.9,30212,2.3,2022-04-01 00:00:00
2022-04-01 00:15:00,27.895000000000003,8.3875,36.2825,0,0.0,0.0,7.8,30212,2.3,2022-04-01 00:15:00
2022-04-01 00:30:00,28.35,7.324999999999999,35.675,0,0.0,0.0,7.8,30212,2.3,2022-04-01 00:30:00
2022-04-01 00:45:00,28.805,6.2625,35.0675,0,0.0,0.0,7.8,30212,2.3,2022-04-01 00:45:00
2022-04-01 01:00:00,29.26,5.2,34.46,0,0.0,0.0,6.4,22309,2.5,2022-04-01 01:00:00
2022-04-01 01:15:00,29.7225,4.65,34.3725,0,0.0,0.0,6.4,22309,2.5,2022-04-01 01:15:00
2022-04-01 01:30:00,30.185,4.1,34.285000000000004,0,0.0,0.0,6.4,22309,2.5,2022-04-01 01:30:00
2022-04-01 01:45:00,30.6475,3.55,34.1975,0,0.0,0.0,6.4,22309,2.5,2022-04-01 01:45:00
2022-04-01 02:00:00,31.11,3.0,34.11,0,0.0,0.0,4.9,20087,4.1,2022-04-01 02:00:00
2022-04-01 02:15:00,31.855,2.5775,34.4325,0,0.0,0.0,4.9,20087,4.1,2022-04-01 02:15:00
2022-04-01 02:30:00,32.6,2.155,34.755,0,0.0,0.0,4.9,20087,4.1,2022-04-01 02:30:00
2022-04-01 02:45:00,33.345,1.7325,35.0775,0,0.0,0.0,4.9,20087,4.1,2022-04-01 02:45:00
2022-04-01 03:00:00,34.09,1.31,35.400000000000006,0,0.0,0.0,4.0,19554,3.3,2022-04-01 03:00:00
2022-04-01 03:15:00,34.935,1.725,36.66,0,0.0,0.0,4.0,19554,3.3,2022-04-01 03:15:00
2022-04-01 03:30:00,35.78,2.14,37.92,0,0.0,0.0,4.0,19554,3.3,2022-04-01 03:30:00
2022-04-01 03:45:00,36.625,2.555,39.18,0,0.0,0.0,4.0,19554,3.3,2022-04-01 03:45:00
2022-04-01 04:00:00,37.47,2.97,40.44,0,0.0,0.0,3.2,19985,1.7,2022-04-01 04:00:00
2022-04-01 04:15:00,41.235,2.9775,44.2125,0,0.0,0.0,3.2,19985,1.7,2022-04-01 04:15:00
2022-04-01 04:30:00,45.0,2.9850000000000003,47.985,0,0.0,0.0,3.2,19985,1.7,2022-04-01 04:30:00
2022-04-01 04:45:00,48.765,2.9925,51.7575,0,0.0,0.0,3.2,19985,1.7,2022-04-01 04:45:00
2022-04-01 05:00:00,52.53,3.0,55.53,0,0.0,0.0,2.6,33029,2.1,2022-04-01 05:00:00
2022-04-01 05:15:00,58.120000000000005,3.225,61.345000000000006,0,0.0,0.0,2.6,39821,2.1,2022-04-01 05:15:00
2022-04-01 05:30:00,63.71,3.45,67.16,0,0.0,0.0,2.6,40008,2.1,2022-04-01 05:30:00
2022-04-01 05:45:00,69.3,3.675,72.975,0,0.0,0.0,2.6,40221,2.1,2022-04-01 05:45:00
2022-04-01 06:00:00,74.89,3.9,78.79,0,12.5,12.5,2.8,58661,1.7,2022-04-01 06:00:00
2022-04-01 06:15:00,73.6975,4.96,78.6575,0,12.5,12.5,2.8,58686,1.7,2022-04-01 06:15:00
2022-04-01 06:30:00,72.505,6.02,78.52499999999999,0,12.5,12.5,2.8,58593,1.7,2022-04-01 06:30:00
2022-04-01 06:45:00,71.3125,7.08,78.3925,0,12.5,12.5,2.8,58530,1.7,2022-04-01 06:45:00
2022-04-01 07:00:00,70.12,8.14,78.26,434,66.8,160.0,4.5,75374,2.3,2022-04-01 07:00:00
2022-04-01 07:15:00,65.7175,11.145,76.8625,434,67.1,161.0,4.5,75349,2.3,2022-04-01 07:15:00
2022-04-01 07:30:00,61.315,14.15,75.465,434,67.1,161.0,4.5,75324,2.3,2022-04-01 07:30:00
2022-04-01 07:45:00,56.9125,17.155,74.0675,434,67.1,161.0,4.5,75301,2.3,2022-04-01 07:45:00
2022-04-01 08:00:00,52.51,20.16,72.67,558,102.0,312.0,6.2,79018,1.3,2022-04-01 08:00:00
2022-04-01 08:15:00,51.7425,24.6775,76.42,558,102.0,313.0,6.2,78982,1.3,2022-04-01 08:15:00
2022-04-01 08:30:00,50.975,29.195,80.16999999999999,558,102.0,313.0,6.2,78938,1.3,2022-04-01 08:30:00
2022-04-01 08:45:00,50.2075,33.7125,83.91999999999999,558,102.0,313.0,6.2,78917,1.3,2022-04-01 08:45:00
2022-04-01 09:00:00,49.44,38.23,87.66999999999999,596,140.0,447.0,7.8,78459,2.3,2022-04-01 09:00:00
2022-04-01 09:15:00,48.195,38.755,86.94999999999999,596,141.0,448.0,7.8,78477,2.3,2022-04-01 09:15:00
2022-04-01 09:30:00,46.95,39.28,86.23,596,141.0,448.0,7.8,78475,2.3,2022-04-01 09:30:00
2022-04-01 09:45:00,45.705,39.805,85.50999999999999,596,141.0,448.0,7.8,78498,2.3,2022-04-01 09:45:00
2022-04-01 10:00:00,44.46,40.33,84.78999999999999,665,151.0,564.0,9.3,77225,2.9,2022-04-01 10:00:00
2022-04-01 10:15:00,44.355,40.75,85.105,665,151.0,564.0,9.3,77351,2.9,2022-04-01 10:15:00
2022-04-01 10:30:00,44.25,41.17,85.42,665,151.0,564.0,9.3,77446,2.9,2022-04-01 10:30:00
2022-04-01 10:45:00,44.145,41.59,85.73499999999999,665,151.0,564.0,9.3,77755,2.9,2022-04-01 10:45:00
2022-04-01 11:00:00,44.04,42.01,86.05,697,170.0,649.0,10.6,79742,4.6,2022-04-01 11:00:00
2022-04-01 11:15:00,43.275,40.4725,83.7475,697,170.0,649.0,10.6,76431,4.6,2022-04-01 11:15:00
2022-04-01 11:30:00,42.51,38.935,81.445,697,170.0,649.0,10.6,76976,4.6,2022-04-01 11:30:00
2022-04-01 11:45:00,41.745,37.3975,79.1425,697,170.0,649.0,10.6,77650,4.6,2022-04-01 11:45:00
2022-04-01 12:00:00,40.98,35.86,76.84,752,156.0,690.0,11.6,85884,7.1,2022-04-01 12:00:00
2022-04-01 12:15:00,43.0,34.1225,77.1225,752,156.0,690.0,11.6,86534,7.1,2022-04-01 12:15:00
2022-04-01 12:30:00,45.02,32.385,77.405,752,156.0,690.0,11.6,89244,7.1,2022-04-01 12:30:00
2022-04-01 12:45:00,47.04,30.6475,77.6875,752,156.0,690.0,11.6,91877,7.1,2022-04-01 12:45:00
2022-04-01 13:00:00,49.06,28.91,77.97,674,180.0,644.0,12.2,90996,7.5,2022-04-01 13:00:00
2022-04-01 13:15:00,47.145,28.6575,75.80250000000001,674,180.0,644.0,12.2,90792,7.5,2022-04-01 13:15:00
2022-04-01 13:30:00,45.23,28.405,73.635,674,180.0,644.0,12.2,93124,7.5,2022-04-01 13:30:00
2022-04-01 13:45:00,43.315,28.1525,71.4675,674,180.0,644.0,12.2,94627,7.5,2022-04-01 13:45:00
2022-04-01 14:00:00,41.4,27.9,69.3,637,166.0,563.0,12.5,86109,6.2,2022-04-01 14:00:00
2022-04-01 14:15:00,40.935,26.5375,67.4725,637,166.0,562.0,12.5,85768,6.2,2022-04-01 14:15:00
2022-04-01 14:30:00,40.47,25.175,65.645,637,166.0,562.0,12.5,86207,6.2,2022-04-01 14:30:00
2022-04-01 14:45:00,40.005,23.8125,63.8175,637,166.0,562.0,12.5,85786,6.2,2022-04-01 14:45:00
2022-04-01 15:00:00,39.54,22.45,61.99,553,149.0,436.0,12.3,79776,4.6,2022-04-01 15:00:00
2022-04-01 15:15:00,40.2875,22.465,62.7525,553,149.0,435.0,12.3,80072,4.6,2022-04-01 15:15:00
2022-04-01 15:30:00,41.035,22.48,63.515,553,149.0,435.0,12.3,79578,4.6,2022-04-01 15:30:00
2022-04-01 15:45:00,41.7825,22.495,64.2775,553,149.0,435.0,12.3,79010,4.6,2022-04-01 15:45:00
2022-04-01 16:00:00,42.53,22.51,65.04,424,126.0,289.0,11.6,75796,5.0,2022-04-01 16:00:00
2022-04-01 16:15:00,42.0875,22.5375,64.625,424,126.0,288.0,11.6,76293,5.0,2022-04-01 16:15:00
2022-04-01 16:30:00,41.645,22.565,64.21,424,126.0,288.0,11.6,75679,5.0,2022-04-01 16:30:00
2022-04-01 16:45:00,41.2025,22.5925,63.795,424,126.0,288.0,11.6,75158,5.0,2022-04-01 16:45:00
2022-04-01 17:00:00,40.76,22.62,63.38,440,62.3,159.0,10.5,79847,5.3,2022-04-01 17:00:00
2022-04-01 17:15:00,43.27,24.3025,67.57249999999999,440,62.0,158.0,10.5,80387,5.3,2022-04-01 17:15:00
2022-04-01 17:30:00,45.78,25.985,71.765,440,62.0,158.0,10.5,79770,5.3,2022-04-01 17:30:00
2022-04-01 17:45:00,48.29,27.6675,75.9575,440,62.0,158.0,10.5,72460,5.3,2022-04-01 17:45:00
2022-04-01 18:00:00,50.8,29.35,80.15,0,13.7,14.2,9.2,81883,4.3,2022-04-01 18:00:00
2022-04-01 18:15:00,51.51,29.85,81.36,0,13.4,13.4,9.2,82013,4.3,2022-04-01 18:15:00
2022-04-01 18:30:00,52.22,30.35,82.57,0,13.4,13.4,9.2,82127,4.3,2022-04-01 18:30:00
2022-04-01 18:45:00,52.93,30.85,83.78,0,13.4,13.4,9.2,82226,4.3,2022-04-01 18:45:00
2022-04-01 19:00:00,53.64,31.35,84.99000000000001,0,0.1,0.1,8.1,94347,2.3,2022-04-01 19:00:00
2022-04-01 19:15:00,55.235,30.94,86.175,0,0.0,0.0,8.1,94423,2.3,2022-04-01 19:15:00
2022-04-01 19:30:00,56.83,30.53,87.36,0,0.0,0.0,8.1,94481,2.3,2022-04-01 19:30:00
2022-04-01 19:45:00,58.425,30.12,88.545,0,0.0,0.0,8.1,94537,2.3,2022-04-01 19:45:00
2022-04-01 20:00:00,60.02,29.71,89.73,0,0.0,0.0,7.0,92648,3.1,2022-04-01 20:00:00
2022-04-01 20:15:00,58.4425,28.1025,86.545,0,0.0,0.0,7.0,92705,3.1,2022-04-01 20:15:00
2022-04-01 20:30:00,56.865,26.495,83.36,0,0.0,0.0,7.0,92732,3.1,2022-04-01 20:30:00
2022-04-01 20:45:00,55.2875,24.887500000000003,80.17500000000001,0,0.0,0.0,7.0,92753,3.1,2022-04-01 20:45:00
2022-04-01 21:00:00,53.71,23.28,76.99000000000001,0,0.0,0.0,6.0,87132,2.7,2022-04-01 21:00:00
2022-04-01 21:15:00,47.4775,22.205,69.6825,0,0.0,0.0,5.9,87176,2.7,2022-04-01 21:15:00
2022-04-01 21:30:00,41.245000000000005,21.130000000000003,62.37500000000001,0,0.0,0.0,5.9,87201,2.7,2022-04-01 21:30:00
2022-04-01 21:45:00,35.0125,20.055,55.0675,0,0.0,0.0,5.9,87206,2.7,2022-04-01 21:45:00
2022-04-01 22:00:00,28.78,18.98,47.760000000000005,0,0.0,0.0,4.9,77889,3.1,2022-04-01 22:00:00
2022-04-01 22:15:00,28.1625,17.535,45.697500000000005,0,0.0,0.0,4.9,77905,3.1,2022-04-01 22:15:00
2022-04-01 22:30:00,27.545,16.09,43.635000000000005,0,0.0,0.0,4.9,77911,3.1,2022-04-01 22:30:00
2022-04-01 22:45:00,26.9275,14.645,41.5725,0,0.0,0.0,4.9,77902,3.1,2022-04-01 22:45:00
2022-04-01 23:00:00,26.31,13.2,39.51,0,0.0,0.0,3.8,61675,3.3,2022-04-01 23:00:00
2022-04-01 23:15:00,25.4275,12.17,37.5975,0,0.0,0.0,3.8,61660,3.3,2022-04-01 23:15:00
2022-04-01 23:30:00,24.545,11.14,35.685,0,0.0,0.0,3.8,61647,3.3,2022-04-01 23:30:00
2022-04-01 23:45:00,23.6625,10.11,33.7725,0,0.0,0.0,3.8,61642,3.3,2022-04-01 23:45:00
2022-04-02 00:00:00,22.78,9.08,31.86,0,0.0,0.0,3.3,46200,2.7,2022-04-02 00:00:00
2022-04-02 00:15:00,22.6675,8.08,30.7475,0,0.0,0.0,3.3,46182,2.7,2022-04-02 00:15:00
2022-04-02 00:30:00,22.555,7.08,29.635,0,0.0,0.0,3.3,46173,2.7,2022-04-02 00:30:00
2022-04-02 00:45:00,22.4425,6.08,28.5225,0,0.0,0.0,3.3,46166,2.7,2022-04-02 00:45:00
2022-04-02 01:00:00,22.33,5.08,27.41,0,0.0,0.0,2.7,38220,3.1,2022-04-02 01:00:00
2022-04-02 01:15:00,22.2575,4.53,26.7875,0,0.0,0.0,2.7,38209,3.1,2022-04-02 01:15:00
2022-04-02 01:30:00,22.185,3.98,26.165,0,0.0,0.0,2.7,38195,3.1,2022-04-02 01:30:00
2022-04-02 01:45:00,22.1125,3.43,25.5425,0,0.0,0.0,2.7,38191,3.1,2022-04-02 01:45:00
2022-04-02 02:00:00,22.04,2.88,24.92,0,0.0,0.0,2.2,35910,4.8,2022-04-02 02:00:00
2022-04-02 02:15:00,22.53,2.485,25.015,0,0.0,0.0,2.2,35894,4.8,2022-04-02 02:15:00
2022-04-02 02:30:00,23.02,2.09,25.11,0,0.0,0.0,2.2,35883,4.8,2022-04-02 02:30:00
2022-04-02 02:45:00,23.51,1.695,25.205,0,0.0,0.0,2.2,35876,4.8,2022-04-02 02:45:00
